image_id,image_path,json_path,source,film_id,width,height,gt_cell_id,cell_key,raw_label1,raw_label2,mapped_morphology,known_or_unknown,detector_eligible,exclusion_reason,x_min,y_min,x_max,y_max,split
first_microscope/95-8-1-1/20161022_141425,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141425.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141425.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141425/Cell_2,Cell_2,Neutrophil,,neutrophil_segmented,known,True,,2818.0,1157.0,3393.0,1732.0,test
first_microscope/95-8-1-1/20161022_141443,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141443.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141443.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141443/Cell_0,Cell_0,Neutrophil,,neutrophil_segmented,known,True,,2184.0,1228.0,2759.0,1803.0,test
first_microscope/95-8-1-1/20161022_141506,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141506.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141506.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141506/Cell_0,Cell_0,Neutrophil,,neutrophil_segmented,known,True,,2428.0,2004.0,3003.0,2579.0,test
first_microscope/95-8-1-1/20161022_141506,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141506.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141506.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141506/Cell_1,Cell_1,Neutrophil,,neutrophil_segmented,known,True,,2647.0,317.0,3222.0,892.0,test
first_microscope/95-8-1-1/20161022_141553,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141553.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141553.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141553/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,3339.0,1833.0,3914.0,2408.0,test
first_microscope/95-8-1-1/20161022_141553,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141553.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141553.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141553/Cell_1,Cell_1,Unknn,Large Lymph,unknown,unknown,True,,2456.0,1498.0,3031.0,2073.0,test
first_microscope/95-8-1-1/20161022_141553,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141553.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141553.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141553/Cell_2,Cell_2,Burst,Burst,,excluded,False,burst,1121.0,400.0,1696.0,975.0,test
first_microscope/95-8-1-1/20161022_141650,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141650.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141650.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141650/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2331.0,489.0,2906.0,1064.0,test
first_microscope/95-8-1-1/20161022_141650,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141650.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141650.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141650/Cell_1,Cell_1,Artifact,Not centered,,excluded,False,artifact,3200.0,1516.0,3775.0,2091.0,test
first_microscope/95-8-1-1/20161022_141650,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141650.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141650.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141650/Cell_2,Cell_2,Unknn,Monocyte,unknown,unknown,True,,3423.0,1354.0,3998.0,1929.0,test
first_microscope/95-8-1-1/20161022_141708,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141708.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141708.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141708/Cell_0,Cell_0,Burst,Burst,,excluded,False,burst,1920.0,472.0,2495.0,1047.0,test
first_microscope/95-8-1-1/20161022_141708,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141708.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141708.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141708/Cell_1,Cell_1,Small Lymph,Small Lymph,lymphocyte,known,True,,3200.0,894.0,3775.0,1469.0,test
first_microscope/95-8-1-1/20161022_141816,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141816.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141816.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141816/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2265.0,427.0,2840.0,1002.0,test
first_microscope/95-8-1-1/20161022_141816,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141816.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141816.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141816/Cell_1,Cell_1,Burst,Burst,,excluded,False,burst,3565.0,1299.0,4140.0,1874.0,test
first_microscope/95-8-1-1/20161022_141816,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141816.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141816.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141816/Cell_2,Cell_2,Burst,Burst,,excluded,False,burst,3405.0,1120.0,3980.0,1695.0,test
first_microscope/95-8-1-1/20161022_141836,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141836.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141836.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141836/Cell_0,Cell_0,Large Lymph,Large Lymph,unknown,unknown,True,,2398.0,1436.0,2973.0,2011.0,test
first_microscope/95-8-1-1/20161022_141900,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141900.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141900.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141900/Cell_0,Cell_0,Burst,Burst,,excluded,False,burst,2453.0,2091.0,3028.0,2666.0,test
first_microscope/95-8-1-1/20161022_141900,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141900.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141900.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141900/Cell_1,Cell_1,Burst,Burst,,excluded,False,burst,2497.0,1822.0,3072.0,2397.0,test
first_microscope/95-8-1-1/20161022_141916,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141916.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141916.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141916/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2881.0,1305.0,3456.0,1880.0,test
first_microscope/95-8-1-1/20161022_141916,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141916.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141916.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141916/Cell_1,Cell_1,Burst,Burst,,excluded,False,burst,2012.0,1243.0,2587.0,1818.0,test
first_microscope/95-8-1-1/20161022_141941,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141941.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141941.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141941/Cell_0,Cell_0,Monocyte,Unknn,monocyte,known,True,,2206.0,1239.0,2781.0,1814.0,test
first_microscope/95-8-1-1/20161022_141941,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141941.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141941.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141941/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2802.0,1020.0,3377.0,1595.0,test
first_microscope/95-8-1-1/20161022_141957,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_141957.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_141957.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_141957/Cell_0,Cell_0,Monocyte,Monocyte,monocyte,known,True,,2150.0,606.0,2725.0,1181.0,test
first_microscope/95-8-1-1/20161022_142016,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142016.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142016.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142016/Cell_0,Cell_0,Large Lymph,Large Lymph,unknown,unknown,True,,2517.0,925.0,3092.0,1500.0,test
first_microscope/95-8-1-1/20161022_142045,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142045.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142045.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142045/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2645.0,1370.0,3220.0,1945.0,test
first_microscope/95-8-1-1/20161022_142110,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142110.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142110.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142110/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2666.0,1798.0,3241.0,2373.0,test
first_microscope/95-8-1-1/20161022_142250,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142250.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142250.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142250/Cell_0,Cell_0,Burst,Burst,,excluded,False,burst,1063.0,719.0,1638.0,1294.0,test
first_microscope/95-8-1-1/20161022_142250,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142250.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142250.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142250/Cell_1,Cell_1,Burst,Burst,,excluded,False,burst,1203.0,826.0,1778.0,1401.0,test
first_microscope/95-8-1-1/20161022_142250,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142250.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142250.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142250/Cell_2,Cell_2,Burst,Burst,,excluded,False,burst,1015.0,934.0,1590.0,1509.0,test
first_microscope/95-8-1-1/20161022_142250,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142250.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142250.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142250/Cell_3,Cell_3,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2987.0,933.0,3562.0,1508.0,test
first_microscope/95-8-1-1/20161022_142250,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142250.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142250.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142250/Cell_4,Cell_4,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,1501.0,995.0,2076.0,1570.0,test
first_microscope/95-8-1-1/20161022_142307,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142307.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142307.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142307/Cell_0,Cell_0,Unknn,Unknn,unknown,unknown,True,,1936.0,2315.0,2511.0,2890.0,test
first_microscope/95-8-1-1/20161022_142307,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142307.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142307.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142307/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,3262.0,941.0,3837.0,1516.0,test
first_microscope/95-8-1-1/20161022_142307,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142307.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142307.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142307/Cell_2,Cell_2,Burst,Burst,,excluded,False,burst,2795.0,885.0,3370.0,1460.0,test
first_microscope/95-8-1-1/20161022_142307,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142307.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142307.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142307/Cell_3,Cell_3,Burst,Burst,,excluded,False,burst,2902.0,736.0,3477.0,1311.0,test
first_microscope/95-8-1-1/20161022_142307,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142307.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142307.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142307/Cell_4,Cell_4,Monocyte,Monocyte,monocyte,known,True,,1641.0,762.0,2216.0,1337.0,test
first_microscope/95-8-1-1/20161022_142307,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142307.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142307.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142307/Cell_5,Cell_5,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2235.0,1826.0,2810.0,2401.0,test
first_microscope/95-8-1-1/20161022_142324,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142324.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142324.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142324/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2164.0,2358.0,2739.0,2933.0,test
first_microscope/95-8-1-1/20161022_142324,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142324.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142324.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142324/Cell_1,Cell_1,Artifact,Artifact,,excluded,False,artifact,2555.0,1526.0,3130.0,2101.0,test
first_microscope/95-8-1-1/20161022_142324,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142324.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142324.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142324/Cell_2,Cell_2,Burst,Burst,,excluded,False,burst,2258.0,481.0,2833.0,1056.0,test
first_microscope/95-8-1-1/20161022_142324,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142324.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142324.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142324/Cell_3,Cell_3,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2642.0,1793.0,3217.0,2368.0,test
first_microscope/95-8-1-1/20161022_142324,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142324.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142324.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142324/Cell_4,Cell_4,Burst,Burst,,excluded,False,burst,2266.0,249.0,2841.0,824.0,test
first_microscope/95-8-1-1/20161022_142342,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142342.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142342.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142342/Cell_0,Cell_0,Burst,Burst,,excluded,False,burst,1673.0,252.0,2248.0,827.0,test
first_microscope/95-8-1-1/20161022_142342,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142342.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142342.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142342/Cell_1,Cell_1,Burst,Burst,,excluded,False,burst,3129.0,561.0,3704.0,1136.0,test
first_microscope/95-8-1-1/20161022_142412,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142412.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142412.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142412/Cell_0,Cell_0,Burst,Burst,,excluded,False,burst,2827.0,1241.0,3402.0,1816.0,test
first_microscope/95-8-1-1/20161022_142433,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142433.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142433.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142433/Cell_0,Cell_0,Burst,Burst,,excluded,False,burst,2936.0,1639.0,3511.0,2214.0,test
first_microscope/95-8-1-1/20161022_142433,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142433.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142433.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142433/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2734.0,1354.0,3309.0,1929.0,test
first_microscope/95-8-1-1/20161022_142433,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142433.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142433.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142433/Cell_2,Cell_2,Band,Burst,unknown,unknown,True,,1866.0,537.0,2441.0,1112.0,test
first_microscope/95-8-1-1/20161022_142433,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142433.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142433.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142433/Cell_3,Cell_3,Band,Unknn,unknown,unknown,True,,2282.0,2087.0,2857.0,2662.0,test
first_microscope/95-8-1-1/20161022_142453,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142453.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142453.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142453/Cell_0,Cell_0,Artifact,Artifact,,excluded,False,artifact,1717.0,1488.0,2292.0,2063.0,test
first_microscope/95-8-1-1/20161022_142453,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142453.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142453.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142453/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2681.0,2104.0,3256.0,2679.0,test
first_microscope/95-8-1-1/20161022_142505,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142505.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142505.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142505/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,1741.0,931.0,2316.0,1506.0,test
first_microscope/95-8-1-1/20161022_142505,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142505.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142505.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142505/Cell_1,Cell_1,Burst,Burst,,excluded,False,burst,2478.0,432.0,3053.0,1007.0,test
first_microscope/95-8-1-1/20161022_142516,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142516.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142516.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142516/Cell_0,Cell_0,Large Lymph,Large Lymph,unknown,unknown,True,,1882.0,802.0,2457.0,1377.0,test
first_microscope/95-8-1-1/20161022_142516,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142516.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142516.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142516/Cell_1,Cell_1,Burst,Burst,,excluded,False,burst,3209.0,1711.0,3784.0,2286.0,test
first_microscope/95-8-1-1/20161022_142516,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142516.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142516.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142516/Cell_2,Cell_2,Artifact,Artifact,,excluded,False,artifact,1351.0,1870.0,1926.0,2445.0,test
first_microscope/95-8-1-1/20161022_142559,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142559.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142559.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142559/Cell_0,Cell_0,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2309.0,262.0,2884.0,837.0,test
first_microscope/95-8-1-1/20161022_142559,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142559.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142559.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142559/Cell_1,Cell_1,Neutrophil,Neutrophil,neutrophil_segmented,known,True,,2654.0,2141.0,3229.0,2716.0,test
first_microscope/95-8-1-1/20161022_142559,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142559.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142559.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142559/Cell_2,Cell_2,Neutrophil,Unknn,neutrophil_segmented,known,True,,3087.0,1312.0,3662.0,1887.0,test
first_microscope/95-8-1-1/20161022_142559,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/images/20161022_142559.jpg,/opt/dlami/nvme/datasets/raabin_wbc/fullfield/first_microscope/95-8-1-1/jsons/20161022_142559.json,first_microscope,95-8-1-1,5312,2988,first_microscope/95-8-1-1/20161022_142559/Cell_3,Cell_3,Burst,Burst,,excluded,False,burst,908.0,1488.0,1483.0,2063.0,test
